City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,arraial do cabo,-22.9661,-42.0278,20.02,85,100,11.24,BR,1689808918
286,alaghsas,17.0187,8.0168,32.22,37,49,7.17,NE,1689808918
287,neyriz,29.1988,54.3278,27.58,15,32,2.65,IR,1689808918
288,neyshabur,36.2133,58.7958,22.89,43,0,1.67,IR,1689808919
289,carutapera,-1.195,-46.02,24.19,92,20,2.64,BR,1689808906
290,pasni,25.2631,63.471,27.56,86,89,2.81,PK,1689808920
291,yeppoon,-23.1333,150.7333,17.88,72,11,6.11,AU,1689808920
292,palangkaraya,-2.2,113.8333,23.03,97,39,1.05,ID,1689808920
293,coquimbo,-29.9533,-71.3436,14.85,94,0,2.57,CL,1689808918
294,inhambane,-23.865,35.3833,17.8,87,0,2.18,MZ,1689808921
295,devils lake,48.1128,-98.8651,23.06,63,75,7.72,US,1689808922
296,chagoda,59.164,35.3285,12.49,88,67,3.8,RU,1689808922
297,lexington,37.9887,-84.4777,28.0,66,0,4.12,US,1689808769
298,quellon,-43.1167,-73.6167,12.14,94,100,1.54,CL,1689808923
299,vadso,70.0744,29.7487,9.49,87,100,7.72,NO,1689808924
300,visegrad,43.7847,19.2992,21.05,93,4,0.84,BA,1689808924
301,saint-pierre,-21.3393,55.4781,20.82,68,0,4.12,RE,1689808925
302,bereket,39.2446,55.5154,25.48,29,0,3.58,TM,1689808925
303,gadzhiyevo,69.2551,33.3362,11.37,95,100,6.33,RU,1689808926
304,laguna,38.421,-121.4238,39.62,29,0,3.6,US,1689808926
305,codrington,-38.2667,141.9667,9.05,65,93,10.24,AU,1689808926
306,jiuquan,39.7432,98.5174,22.2,39,82,2.13,CN,1689808927
307,ad dabbah,18.05,30.95,34.66,11,1,2.12,SD,1689808927
308,leava,-14.3,-178.1667,27.19,81,92,7.4,WF,1689808928
309,axim,4.8699,-2.2405,24.89,91,95,4.05,GH,1689808928
310,poronaysk,49.2167,143.1167,15.24,88,97,2.23,RU,1689808929
311,saint-joseph,-21.3667,55.6167,20.21,85,23,4.48,RE,1689808930
312,balpyk bi,44.8947,78.2083,24.14,40,78,2.85,KZ,1689808931
313,safi,32.1667,-8.8333,22.96,65,1,3.68,MA,1689808931
314,ancud,-41.8697,-73.8203,11.17,95,100,4.43,CL,1689808932
315,kununurra,-15.7667,128.7333,17.99,82,94,0.0,AU,1689808933
316,suva,-18.1416,178.4415,26.71,74,75,5.66,FJ,1689808599
317,pipar,26.3856,73.5378,28.57,77,47,3.92,IN,1689808934
318,selfoss,63.9331,-20.9971,11.69,68,73,3.77,IS,1689808934
319,la sarre,48.8002,-79.1996,19.45,61,84,1.15,CA,1689808930
320,taoudenni,22.6783,-3.9836,37.73,7,0,5.64,ML,1689808935
321,derecske,47.35,21.5667,21.25,77,0,2.06,HU,1689808935
322,al burayqah,30.4062,19.5739,27.04,78,0,8.93,LY,1689808936
323,parnarama,-5.6817,-43.0933,27.15,35,8,1.65,BR,1689808937
324,borogontsy,62.6683,131.1683,14.58,72,100,1.36,RU,1689808937
325,lata,40.1629,-8.3327,14.18,99,11,1.0,PT,1689808937
326,nikolayevsk-on-amure,53.1406,140.73,26.39,59,36,0.78,RU,1689808938
327,afaahiti,-17.75,-149.2833,22.93,94,56,11.17,PF,1689808938
328,santa cruz del sur,20.7147,-77.9956,29.55,77,60,2.48,CU,1689808939
329,touros,-5.1989,-35.4608,24.78,76,4,6.89,BR,1689808939
330,san juan de miraflores,-12.1629,-76.9635,21.29,73,20,3.56,PE,1689808940
331,port saint john's,-31.6229,29.5448,13.37,68,90,5.44,ZA,1689808940
332,birjand,32.8663,59.2211,24.26,25,0,4.12,IR,1689808940
333,ojinaga,29.5667,-104.4167,42.53,17,0,1.54,MX,1689808941
334,belo sur tsiribihina,-19.7,44.55,21.22,73,97,0.33,MG,1689808941
335,ploneour-lanvern,47.9,-4.2833,14.16,88,0,2.06,FR,1689808942
336,aldama,22.9167,-98.0667,34.16,51,81,6.76,MX,1689808942
337,birobidzhan,48.8,132.95,23.99,80,5,0.85,RU,1689808943
338,bala-cynwyd,40.0076,-75.2341,28.04,77,75,0.89,US,1689808943
339,timbuktu,16.7735,-3.0074,36.87,26,23,5.15,ML,1689808943
340,hats'avan,39.4641,45.9705,12.79,88,7,2.21,AM,1689808944
341,gaozhou,21.9392,110.8461,25.99,90,97,1.5,CN,1689808804
342,shache,38.4167,77.2406,25.95,25,99,4.13,CN,1689808945
343,lisakovsk,52.5369,62.4936,15.74,92,1,4.66,KZ,1689808945
344,chibougamau,49.9168,-74.3659,13.79,77,100,2.89,CA,1689808946
345,carnarvon,-24.8667,113.6333,11.59,61,0,8.18,AU,1689808946
346,matane,48.8286,-67.522,19.03,77,16,4.15,CA,1689808768
347,sabha,27.0377,14.4283,29.11,23,0,0.72,LY,1689808947
348,carolina,18.3808,-65.9574,29.94,85,75,8.23,PR,1689808783
349,parras de la fuente,25.4167,-102.1833,31.79,20,34,4.6,MX,1689808948
350,bubaque,11.2833,-15.8333,27.23,82,68,6.48,GW,1689808948
351,jwaneng,-24.6004,24.7303,9.46,32,0,1.78,BW,1689808948
352,sawakin,19.1059,37.3321,33.5,47,56,2.59,SD,1689808949
353,xiongzhou,25.1167,114.3,25.58,95,100,0.9,CN,1689808949
354,longyearbyen,78.2186,15.6401,10.91,62,0,1.03,SJ,1689808950
355,kota kinabalu,5.9749,116.0724,24.99,94,20,2.06,MY,1689808868
356,al ghayzah,16.2079,52.176,25.6,89,45,2.38,YE,1689808950
357,mpanda,-6.3655,31.0409,17.72,48,17,0.87,TZ,1689808952
358,prince rupert,54.3161,-130.3201,17.05,90,100,4.12,CA,1689808952
359,piazza armerina,37.3859,14.3672,29.75,26,1,1.67,IT,1689808953
360,arraias,-12.9288,-46.9437,23.77,25,33,2.77,BR,1689808953
361,taunggyi,20.7833,97.0333,18.25,98,100,1.1,MM,1689808954
362,rehoboth,-23.3167,17.0833,7.76,60,0,2.64,NA,1689808954
363,antofagasta,-23.65,-70.4,16.6,84,68,1.42,CL,1689808955
364,idrinskoye,54.3708,92.1358,13.89,84,0,1.25,RU,1689808955
365,khamis mushait,18.3064,42.7292,24.34,43,20,3.09,SA,1689808886
366,kayangel,8.0823,134.7173,28.44,80,100,9.73,PW,1689808956
367,mount pearl,47.5166,-52.7813,23.58,90,40,7.72,CA,1689808957
368,lerwick,60.1545,-1.1494,10.0,87,100,8.8,GB,1689808957
369,kirakira,-10.4544,161.9205,28.44,81,73,2.97,SB,1689808958
370,divrigi,39.371,38.1137,18.89,67,0,1.95,TR,1689808959
371,sittwe,20.15,92.9,26.69,88,94,2.77,MM,1689808959
372,camayenne,9.535,-13.6878,28.05,83,75,3.09,GN,1689808960
373,hadibu,12.65,54.0333,25.05,81,94,9.87,YE,1689808960
374,el granada,37.5027,-122.4694,31.08,74,40,8.75,US,1689808961
375,muscat,23.6139,58.5922,32.01,59,97,2.09,OM,1689808961
376,doctor arroyo,23.6667,-100.1833,29.49,24,42,6.52,MX,1689808961
377,dondo,-19.6094,34.7431,18.73,97,3,1.14,MZ,1689808962
378,pakse,15.1167,105.7833,24.15,99,100,0.62,LA,1689808962
379,tsumeb,-19.2333,17.7167,15.45,19,0,3.76,NA,1689808963
380,mhamid,29.82,-5.72,33.81,8,0,4.37,MA,1689808963
381,ramhormoz,31.28,49.6035,34.32,7,0,1.95,IR,1689808963
382,belding,43.0978,-85.2289,27.77,63,83,1.25,US,1689808964
383,khovd,48.0056,91.6419,20.89,38,21,1.33,MN,1689808964
384,flying fish cove,-10.4217,105.6791,23.82,78,75,6.69,CX,1689808965
385,sulak,43.2734,47.5146,24.8,51,24,3.31,RU,1689808965
386,botshabelo,-29.2702,26.7052,0.65,60,0,3.91,ZA,1689808966
387,harstad,68.799,16.5293,10.69,100,100,1.79,NO,1689808966
388,kuhmo,64.1333,29.5167,11.65,94,100,2.14,FI,1689808966
389,vila velha,-20.3297,-40.2925,22.19,96,100,7.15,BR,1689808902
390,antalaha,-14.9003,50.2788,22.44,81,99,3.47,MG,1689808967
391,gulma,12.6423,4.3555,26.52,76,69,3.29,NG,1689808968
392,lionel town,17.8101,-77.2406,30.94,66,100,6.82,JM,1689808968
393,khorugh,37.4897,71.553,19.07,68,7,1.78,TJ,1689808968
394,ritchie,-29.038,24.6028,-0.44,51,0,7.3,ZA,1689808969
395,taro,-8.3862,115.28,19.0,77,71,2.25,ID,1689808969
396,nuuk,64.1835,-51.7216,9.34,93,75,5.14,GL,1689808804
397,gisborne,-38.6533,178.0042,13.83,65,61,2.3,NZ,1689808970
398,iquique,-20.2208,-70.1431,18.02,80,15,2.3,CL,1689808970
399,pointe aux piments,-20.0628,57.5131,23.62,73,66,8.04,MU,1689808971
400,muynoq,43.7683,59.0214,25.43,35,0,4.54,UZ,1689808971
401,broken hill,-31.95,141.4333,11.27,48,1,9.16,AU,1689808972
402,monrovia,6.3005,-10.7969,25.87,90,100,4.31,LR,1689808972
403,papao,-17.75,-149.55,23.82,94,59,10.09,PF,1689808973
404,holualoa,19.6228,-155.9522,28.91,77,75,6.17,US,1689808931
405,santa maria,-29.6842,-53.8069,10.61,82,0,2.57,BR,1689808973
406,eynesil,41.0645,39.1438,20.35,70,0,2.69,TR,1689808974
407,lobva,59.1854,60.5185,13.99,98,23,1.89,RU,1689808974
408,bukama,-9.2,25.85,21.6,39,18,1.24,CD,1689808974
409,selibaby,15.159,-12.1829,34.45,44,27,5.14,MR,1689808975
410,rovaniemi,66.5,25.7167,13.67,94,0,4.12,FI,1689808975
411,pacasmayo,-7.4006,-79.5714,21.69,81,60,5.61,PE,1689808976
412,ardakan,32.31,54.0175,31.16,21,18,6.27,IR,1689808976
413,aras-asan,8.8908,126.3033,25.54,86,97,2.27,PH,1689808977
414,new norfolk,-42.7826,147.0587,9.72,78,100,1.82,AU,1689808977
415,gao,16.6362,1.637,35.19,30,46,6.13,ML,1689808977
416,pacific grove,36.6177,-121.9166,24.89,82,100,4.12,US,1689808978
417,sao francisco de paula,-29.4481,-50.5836,7.25,94,70,2.86,BR,1689808978
418,altamira,-3.2033,-52.2064,26.04,54,12,0.94,BR,1689808979
419,chonchi,-42.6128,-73.8092,11.56,97,100,2.42,CL,1689808979
420,zahedan,29.4963,60.8629,23.95,29,100,2.06,IR,1689808872
421,krasnyy chikoy,50.3643,108.7512,13.4,64,37,1.13,RU,1689808980
422,srandakan,-7.9386,110.2506,21.0,92,27,1.73,ID,1689808980
423,shitanjing,39.2342,106.3439,22.66,47,93,7.28,CN,1689808981
424,puerto maldonado,-12.6,-69.1833,20.22,83,0,0.0,PE,1689808981
425,khorixas,-20.3667,14.9667,13.87,29,0,1.11,NA,1689808883
426,ungsang-nodongjagu,42.3578,130.4622,20.85,92,23,1.64,KP,1689808982
427,mersa matruh,31.3525,27.2453,26.11,78,0,3.09,EG,1689808982
428,villa vicente guerrero,19.1194,-98.1708,18.66,64,58,3.94,MX,1689808983
429,santa gertrudes,-22.4567,-47.5303,16.53,81,54,5.0,BR,1689808748
430,cherdakly,54.3594,48.845,15.97,72,75,6.0,RU,1689808984
431,puerto san jose,13.9256,-90.8244,30.96,68,44,4.97,GT,1689808984
432,kerikeri,-35.2268,173.9474,15.51,91,99,3.13,NZ,1689808984
433,greymouth,-42.4667,171.2,9.85,85,100,3.6,NZ,1689808985
434,goz beida,13.95,20.55,23.63,79,100,4.27,TD,1689808986
435,dalai,45.5,124.3,25.05,74,38,1.89,CN,1689808986
436,bonthe,7.5264,-12.505,24.72,91,100,2.79,SL,1689808986
437,cheremshan,54.6667,51.5,13.15,95,3,4.83,RU,1689808987
438,vernon,50.2581,-119.2691,34.96,17,57,1.03,CA,1689808945
439,cooper's town,26.8667,-77.5167,29.87,75,100,4.52,BS,1689808988
440,uniao da vitoria,-26.23,-51.0864,9.65,98,100,1.96,BR,1689808698
441,griffith,41.5284,-87.4237,29.47,53,0,6.17,US,1689808988
442,sengkang,-4.1279,120.0297,23.34,89,22,1.26,ID,1689808989
443,island harbour,50.724,-1.2758,16.66,82,0,0.89,GB,1689808989
444,magadi,12.9667,77.2333,21.09,79,100,7.69,IN,1689808990
445,bouarfa,32.53,-1.95,29.69,12,1,3.8,MA,1689808990
446,sydney,-33.8679,151.2073,10.71,72,0,4.12,AU,1689808512
447,obock,12.25,43.0833,30.46,29,98,4.0,DJ,1689808991
448,kourou,5.1552,-52.6478,27.03,89,34,3.19,GF,1689808991
449,san juan de los morros,9.9115,-67.3538,22.96,93,93,0.77,VE,1689808992
450,ribeira brava,32.65,-17.0667,22.35,72,37,1.59,PT,1689808992
451,cremona,45.2333,9.9333,24.27,96,13,4.8,IT,1689808615
452,talcahuano,-36.7167,-73.1167,12.82,100,100,5.66,CL,1689808993
453,tolbazy,54.0241,55.8825,15.39,94,99,3.24,RU,1689808993
454,barra de santo antonio,-9.4047,-35.5072,24.6,79,31,4.85,BR,1689808994
455,bayanhongor,46.7167,100.1167,9.43,73,12,0.68,MN,1689808994
456,zhanaozen,43.3,52.8,22.56,50,0,2.31,KZ,1689808995
457,fada,9.5667,8.3,21.21,96,85,1.12,NG,1689808995
458,general villegas,-35.0328,-63.0125,8.16,57,90,5.71,AR,1689808995
459,vorkuta,67.5,64.0,16.93,80,81,1.99,RU,1689808996
460,la'ie,21.6477,-157.9253,28.98,81,69,4.02,US,1689808996
461,agneaux,49.119,-1.1061,13.23,97,24,2.16,FR,1689808997
462,baicheng,45.6167,122.8167,24.15,67,31,3.69,CN,1689808998
463,honcho,35.6931,139.9833,29.28,60,64,3.57,JP,1689808999
464,ravar,31.2656,56.8055,29.29,19,5,0.28,IR,1689808999
465,ciudad lazaro cardenas,17.9583,-102.2,31.41,69,46,5.63,MX,1689808709
466,praia da vitoria,38.7333,-27.0667,22.64,88,20,1.53,PT,1689809000
467,miyako,39.6367,141.9525,20.15,98,95,3.19,JP,1689809000
468,saint-paul,-21.0096,55.2707,22.05,82,3,1.34,RE,1689809001
469,grenada,37.1882,-3.6067,31.2,36,0,3.09,ES,1689808823
470,madinat sittah uktubar,29.8167,31.05,28.78,50,0,3.46,EG,1689809002
471,rosales,15.8944,120.6328,25.9,86,30,1.32,PH,1689809003
472,kyren,51.6828,102.1408,14.72,88,6,0.29,RU,1689809003
473,zaysan,47.4667,84.8667,23.24,23,0,3.04,KZ,1689809004
474,ryotsu-minato,38.0833,138.4333,23.53,87,20,2.24,JP,1689809004
475,oranjemund,-28.55,16.4333,11.32,65,8,8.47,NA,1689809004
476,novyy urengoy,66.0833,76.6333,18.24,91,100,1.79,RU,1689809005
477,tazovsky,67.4667,78.7,14.65,94,100,4.24,RU,1689809005
478,berbera,10.4396,45.0143,33.49,38,100,10.86,SO,1689809006
479,nedryhayliv,50.834,33.8763,14.09,68,65,2.18,UA,1689809006
480,takab,36.4009,47.1133,19.19,52,5,2.63,IR,1689809007
481,cururupu,-1.8283,-44.8683,24.16,87,46,0.93,BR,1689809007
482,joshimath,30.5667,79.5667,22.32,92,99,0.29,IN,1689808757
483,nguekhokh,14.5128,-17.005,28.49,83,20,3.6,SN,1689809008
484,akureyri,65.6835,-18.0878,6.96,87,75,1.54,IS,1689809009
485,kalmunai,7.4167,81.8167,25.82,71,82,2.79,LK,1689809009
486,happy valley-goose bay,53.3168,-60.3315,20.17,88,75,2.06,CA,1689809009
487,bethanie,-26.4833,17.15,6.19,51,8,1.81,NA,1689809010
488,santa clara,22.4,-79.9667,30.81,70,75,4.12,CU,1689808774
489,vyazemskiy,47.5378,134.7525,24.95,74,26,0.8,RU,1689809011
490,dawesville,30.9224,-84.0091,33.23,60,0,1.54,US,1689809011
491,candeleda,40.1552,-5.2405,24.81,22,0,2.56,ES,1689809012
492,ejigbo,7.9,4.3167,22.2,98,51,2.58,NG,1689809012
493,sinop,41.7711,34.8709,17.57,70,0,1.89,TR,1689809013
494,valvedditturai,9.8167,80.1667,28.17,77,98,9.02,LK,1689809013
495,kadoma,34.7333,135.5833,27.03,73,75,3.09,JP,1689809014
496,ulladulla,-35.35,150.4667,10.35,62,64,2.45,AU,1689809014
497,masuguru,-11.3667,38.4167,22.09,69,85,1.67,TZ,1689809015
498,olavarria,-36.8927,-60.3225,6.95,69,100,5.22,AR,1689809015
499,sandnessjoen,66.0217,12.6316,9.29,91,98,4.88,NO,1689809016
500,gushu,31.5598,118.4829,26.99,92,100,1.59,CN,1689809016
501,teknaf,20.8624,92.3058,26.16,91,61,3.59,BD,1689809017
502,rabo de peixe,37.8,-25.5833,20.73,78,20,1.54,PT,1689809017
503,angaur state,6.906,134.13,28.67,77,99,11.02,PW,1689809017
504,jiaojiang,28.6803,121.4428,27.07,90,100,1.16,CN,1689809018
505,diebougou,10.9667,-3.25,25.93,72,68,2.86,BF,1689809023
506,buka,40.8108,69.1986,21.52,39,0,1.79,UZ,1689809024
507,isola di capo rizzuto,38.96,17.0933,30.66,61,0,1.92,IT,1689809024
508,young,-32.6833,-57.6333,8.92,58,100,4.48,UY,1689809024
509,nobres,-14.7203,-56.3275,26.2,44,96,2.03,BR,1689809025
510,grootfontein,-19.5667,18.1167,8.76,31,0,2.06,NA,1689809025
511,morehead city,34.7229,-76.726,30.01,86,0,6.17,US,1689809026
512,horta,38.5333,-28.6333,20.57,88,100,2.24,PT,1689809027
513,mogocha,53.7333,119.7667,14.38,68,3,1.17,RU,1689809028
514,manchester,53.4809,-2.2374,14.07,88,2,1.54,GB,1689808976
515,istanbul,41.0351,28.9833,24.09,57,0,3.09,TR,1689808802
516,hun,29.1268,15.9477,28.84,41,0,2.79,LY,1689809029
517,baiquan,47.5833,126.0833,23.74,85,47,3.67,CN,1689809029
518,maragogi,-9.0122,-35.2225,23.86,81,17,5.27,BR,1689809030
519,sao miguel do araguaia,-13.275,-50.1628,26.71,28,81,1.33,BR,1689808787
520,pisco,-13.7,-76.2167,20.03,77,100,4.63,PE,1689809030
521,tucuma,-0.1833,-50.05,25.71,84,15,3.03,BR,1689808899
522,cannonvale,-20.2833,148.7,20.66,57,58,6.96,AU,1689809031
523,rupert,42.6191,-113.6772,30.97,23,0,3.09,US,1689809032
524,cinarli,41.4723,46.9156,17.09,56,0,3.1,AZ,1689809032
525,antsiranana,-12.2787,49.2917,24.86,69,92,6.21,MG,1689809032
526,kovdor,67.5662,30.4758,12.49,98,100,2.3,RU,1689809033
527,portland,45.5234,-122.6762,37.04,30,75,6.17,US,1689808791
528,bonham,33.5773,-96.1783,38.89,52,0,5.66,US,1689809034
529,camana,-16.6228,-72.7111,17.42,84,6,1.02,PE,1689809034
530,novouzensk,50.4592,48.1431,16.81,70,33,3.73,RU,1689809034
531,tabatinga,-4.2525,-69.9381,24.0,94,75,1.03,BR,1689809035
532,vizinga,61.0749,50.1031,15.26,98,100,1.58,RU,1689809035
533,luderitz,-26.6481,15.1594,12.82,63,73,10.55,NA,1689808945
534,paidha,2.4167,30.9855,17.22,63,35,2.61,UG,1689809036
535,palikir - national government center,6.9248,158.1611,30.41,74,75,2.06,FM,1689809036
536,koundara,12.4833,-13.3,24.53,94,47,2.49,GN,1689809037
537,weyburn,49.6668,-103.8511,22.12,53,92,9.26,CA,1689809037
538,odienne,9.51,-7.5692,23.27,94,49,1.83,CI,1689809038
539,kodinsk,58.6881,99.1844,16.63,59,3,0.25,RU,1689809038
540,chiungutwa,-10.8833,38.9833,18.12,94,15,1.12,TZ,1689809038
541,mafinga,-7.25,35.0667,18.29,62,14,1.65,TZ,1689809039
542,brookings,44.3114,-96.7984,28.47,57,0,5.66,US,1689808491
543,ust'-kut,56.7938,105.7672,16.15,61,16,0.2,RU,1689809040
544,graaff-reinet,-32.2522,24.5308,2.73,84,64,4.21,ZA,1689809040
545,east london,-33.0153,27.9116,12.4,70,87,5.96,ZA,1689809041
546,korla,41.7597,86.1469,29.23,22,19,3.33,CN,1689809041
547,gornyy,55.1153,83.9059,14.09,77,38,2.2,RU,1689809041
548,mahanoro,-19.9,48.8,18.84,92,8,2.41,MG,1689809042
549,the pas,53.8251,-101.2541,25.01,36,0,1.54,CA,1689809042
550,hyesan,41.4017,128.1778,21.05,78,4,0.26,KP,1689809043
551,cassilandia,-19.1133,-51.7342,22.32,57,13,2.3,BR,1689809043
552,new plymouth,-39.0667,174.0833,14.89,75,98,4.28,NZ,1689808504
553,sao felix do xingu,-6.6447,-51.995,25.32,40,24,0.87,BR,1689808833
554,as sulayyil,20.4607,45.5779,32.14,9,90,2.86,SA,1689809044
555,zhangye,38.9342,100.4517,19.91,42,16,0.71,CN,1689808975
556,ujae,8.9322,165.7642,28.3,79,96,3.49,MH,1689809046
557,ouesso,1.6136,16.0517,23.29,84,82,0.62,CG,1689809052
558,tamanrasset,22.785,5.5228,26.95,12,0,2.57,DZ,1689809053
559,ciudad de huajuapan de leon,17.8,-97.7667,26.47,38,4,8.04,MX,1689809053
560,al jawf,29.5,38.75,29.17,15,0,2.42,SA,1689809054
561,marsh harbour,26.5412,-77.0636,29.76,75,96,5.28,BS,1689808916
562,boende,-0.2167,20.8667,24.9,74,94,1.42,CD,1689809054
563,thunder bay,48.4001,-89.3168,13.99,100,75,3.6,CA,1689809055
564,djambala,-2.5447,14.7533,23.35,54,44,2.33,CG,1689809055
565,bure,10.7,37.0667,13.93,94,100,1.65,ET,1689809056
566,karratha,-20.7377,116.8463,16.49,66,36,4.68,AU,1689809056
567,emiliano zapata,18.8333,-99.1833,32.34,29,75,0.0,MX,1689809057
568,mitu,1.1983,-70.1733,22.98,95,51,0.76,CO,1689809057
569,vodnyy,63.5046,53.4095,16.25,97,44,3.42,RU,1689809058
570,muskogee,35.5834,-95.3336,37.04,66,0,2.06,US,1689808511
